,sents,labels
176,Det koster tyve ottehundrede og fyrre dollars.,1
177,Drengen har ottehundrede og otteogfirs mønter.,0
178,Drengen har fjorten nihundrede og tolv mønter.,1
179,Der er ti seksten ringe.,1
180,Der er syvhundrede og niogtyve otte bøger på biblioteket.,1
181,Det koster nihundrede og tolv fjorten dollars.,1
182,Drengen har treds tohundrede og tyve mønter.,1
183,Der er trehundrede og enogtredive ringe.,0
184,Det koster sekshundrede og enoghalvfjerds dollars.,0
185,Der var ethundrede og nitten æbler på bordet.,0
186,De tager otteogfirs nihundrede og et hobbyer til Isengard.,1
187,Det koster tohundrede og fire toogfirs dollars.,1
188,Der er ethundrede og femogtreds ti ringe.,1
189,Det koster enogtreds tredive dollars.,1
190,Der var ethundrede og niogtredive æbler på bordet.,0
191,Drengen har syvogfirs halvfjerds mønter.,1
192,Der var femhundrede og tre tolv æbler på bordet.,1
193,Der var halvfjerds seksoghalvfjerds æbler på bordet.,1
194,Der var fire tohundrede og treogfirs katte i huset.,1
195,Smeagol gør nihundrede og nitten tyve fluer ondt.,1
196,Der var firs nihundrede og enogtyve æbler på bordet.,1
197,Der var ethundrede og niogfirs atten æbler på bordet.,1
198,Der er trehundrede og seksogfyrre bøger på biblioteket.,0
199,Der var femhundrede nioghalvtreds katte i huset.,1
200,Han kunne spise tohundrede og fireogtyve appelsiner.,0
201,Værelset var fyldt med ottehundrede og enogtreds kartofler.,0
202,Der er fem femhundrede og to ringe.,1
203,Smeagol gør niogtredive niogtredive fluer ondt.,1
204,Det koster to nihundrede og seksogfyrre dollars.,1
205,Der er nihundrede og niogtredive bøger på biblioteket.,0
206,Smeagol gør femhundrede og syvogtyve fluer ondt.,0
207,Drengen har syvhundrede og tooghalvfems mønter.,0
208,Drengen har ni sytten mønter.,1
209,Der er tyve syvogtreds bøger på biblioteket.,1
210,Der var tre firehundrede og et æbler på bordet.,1
211,De tager fjorten tohundrede og sytten hobbyer til Isengard.,1
212,De tager niogfyrre tohundrede og fem hobbyer til Isengard.,1
213,Drengen har femhundrede og sytten mønter.,0
214,Det koster ethundrede og fireoghalvfjerds dollars.,0
215,Værelset var fyldt med ethundrede og tolv toogtreds kartofler.,1
216,Han kunne spise fem appelsiner.,0
217,Værelset var fyldt med femoghalvfems kartofler.,0
218,Der var tolv femhundrede og et æbler på bordet.,1
219,Det koster ethundrede niogtyve dollars.,1
220,Værelset var fyldt med toogtreds ethundrede og tolv kartofler.,1
221,Han kunne spise trehundrede og tretten tyve appelsiner.,1
222,Der er otte seksogtyve bøger på biblioteket.,1
223,Der er trehundrede og seksogtredive ringe.,0
224,Der er femogtreds syvhundrede og to bøger på biblioteket.,1
225,Han kunne spise trehundrede og tyve firs appelsiner.,1
226,Legolas kastede otte syvhundrede og halvfems dværge.,1
227,Drengen har ottehundrede enoghalvtreds mønter.,1
228,Værelset var fyldt med femhundrede og niogtreds kartofler.,0
229,Legolas kastede trehundrede og tredive dværge.,0
230,Der er fireogfirs tohundrede ringe.,1
231,Der er seksogtreds niogfyrre ringe.,1
232,Han kunne spise ethundrede og syvogtyve appelsiner.,0
233,Smeagol gør tyve fluer ondt.,0
234,Legolas kastede ethundrede og syv syvogtreds dværge.,1
235,Der er seks femhundrede og seksten ringe.,1
236,Der var seks nihundrede og enogtyve katte i huset.,1
237,Han kunne spise firehundrede og ti to appelsiner.,1
238,Legolas kastede fireogtreds treogtyve dværge.,1
239,Smeagol gør ottehundrede og tretten fluer ondt.,0
240,Legolas kastede fem ethundrede og nitten dværge.,1
241,De tager trehundrede og toogtredive hobbyer til Isengard.,0
242,Legolas kastede treogfirs nihundrede dværge.,1
243,Der er sytten ethundrede og seksten ringe.,1
244,Der var nihundrede og otte niogfirs æbler på bordet.,1
245,Værelset var fyldt med sekshundrede og syvogfirs kartofler.,0
246,Der var trehundrede og seksogtredive katte i huset.,0
247,Der er firehundrede og treogfirs bøger på biblioteket.,0
248,De tager femhundrede og to halvfems hobbyer til Isengard.,1
249,Der er femhundrede og halvfjerds ringe.,0
250,Legolas kastede tredive tre dværge.,1
251,Værelset var fyldt med trehundrede og nioghalvfjerds kartofler.,0
252,Der var syvhundrede og tyve æbler på bordet.,0
253,Det koster firehundrede og to dollars.,0
254,De tager firs nihundrede og et hobbyer til Isengard.,1
255,Det koster tohundrede og tyve tredive dollars.,1
256,Der er fjorten otteogtreds ringe.,1
257,Der er syvhundrede seksoghalvfems bøger på biblioteket.,1
258,Drengen har sekshundrede og toogtyve mønter.,0
259,Legolas kastede firehundrede og syvoghalvfjerds dværge.,0
260,Der var tohundrede og femten æbler på bordet.,0
261,Der er ethundrede og fem ringe.,0
262,Der er to sekshundrede og sytten bøger på biblioteket.,1
263,De tager tre trehundrede og atten hobbyer til Isengard.,1
264,Det koster trehundrede og tooghalvfems dollars.,0
265,De tager sekshundrede og toogfirs hobbyer til Isengard.,0
266,Der var syv ottehundrede og fem æbler på bordet.,1
267,Der var fem femten katte i huset.,1
268,Han kunne spise femogtyve fireogfirs appelsiner.,1
269,Legolas kastede sekshundrede og femogtreds dværge.,0
270,Der var ottehundrede og halvtreds katte i huset.,0
271,Han kunne spise tohundrede og niogtreds appelsiner.,0
272,Det koster nihundrede og seksten atten dollars.,1
273,Der er syvhundrede og syvogtredive bøger på biblioteket.,0
274,Der var tohundrede og syvoghalvfjerds æbler på bordet.,0
275,De tager sekshundrede og niogtredive hobbyer til Isengard.,0
276,Der var sekshundrede og seksogfyrre katte i huset.,0
277,De tager seksten tohundrede og tyve hobbyer til Isengard.,1
278,Værelset var fyldt med syvhundrede og tre kartofler.,0
279,Værelset var fyldt med fyrre femhundrede og tyve kartofler.,1
280,Han kunne spise firehundrede og tretten ni appelsiner.,1
281,Værelset var fyldt med sekshundrede og otteogtreds kartofler.,0
282,Det koster fjorten femogtreds dollars.,1
283,De tager femhundrede og enogtyve hobbyer til Isengard.,0
284,Legolas kastede tyve syvhundrede og fyrre dværge.,1
285,Smeagol gør seks nihundrede og toogtreds fluer ondt.,1
286,De tager nitten trehundrede og elleve hobbyer til Isengard.,1
287,Der var syvhundrede og nitten æbler på bordet.,0
288,De tager halvtreds femhundrede hobbyer til Isengard.,1
289,Han kunne spise ottehundrede og syvogfyrre appelsiner.,0
290,Det koster tohundrede og femogtyve dollars.,0
291,Værelset var fyldt med ottehundrede og syvoghalvfems kartofler.,0
292,Der er nihundrede og fem ringe.,0
293,Legolas kastede tohundrede og niogtredive dværge.,0
294,Der er trehundrede og nioghalvfems ringe.,0
295,Det koster enoghalvfjerds enoghalvtreds dollars.,1
296,Smeagol gør sekshundrede og femten fluer ondt.,0
297,De tager ottehundrede og otteoghalvfems hobbyer til Isengard.,0
298,Det koster syvhundrede og otteogtreds dollars.,0
299,Drengen har femhundrede og to niogtyve mønter.,1
300,Der er fjorten ethundrede og ni bøger på biblioteket.,1
301,Smeagol gør ni ettusind fluer ondt.,1
302,Der er halvfems nihundrede og to bøger på biblioteket.,1
303,Det koster femhundrede og fem nitten dollars.,1
304,Der er femhundrede og seksogtyve ringe.,0
305,Legolas kastede nihundrede og fireogfyrre dværge.,0
306,De tager atten seksoghalvfems hobbyer til Isengard.,1
307,Der er syvhundrede og otteogfirs ringe.,0
308,Der er nioghalvfjerds seksogtredive bøger på biblioteket.,1
309,Der er otte tohundrede og ni ringe.,1
310,Der er femhundrede og toogfirs otte bøger på biblioteket.,1
311,Drengen har ethundrede og femogfyrre mønter.,0
312,Der var tohundrede og enoghalvfjerds æbler på bordet.,0
313,Der var fyrre trehundrede og otte æbler på bordet.,1
314,Smeagol gør fireogtyve to fluer ondt.,1
315,Værelset var fyldt med syv syvogfyrre kartofler.,1
316,Det koster ti ethundrede og fireogtreds dollars.,1
317,Der var syvhundrede og nioghalvfems katte i huset.,0
318,De tager seksten sekshundrede og tre hobbyer til Isengard.,1
319,Det koster syvoghalvtreds femogtyve dollars.,1
320,Smeagol gør ti sekshundrede og nitten fluer ondt.,1
321,Smeagol gør firehundrede og toogfirs fluer ondt.,0
322,Han kunne spise fjorten femhundrede og ni appelsiner.,1
323,Legolas kastede syvogfyrre seksogtreds dværge.,1
324,Værelset var fyldt med syvoghalvfjerds toogfyrre kartofler.,1
325,Legolas kastede ethundrede og elleve dværge.,0
326,Han kunne spise trehundrede og otteogtredive appelsiner.,0
327,De tager tooghalvtreds hobbyer til Isengard.,0
328,Legolas kastede niogfirs ethundrede og fyrre dværge.,1
329,De tager elleve otteogtreds hobbyer til Isengard.,1
330,Der var firehundrede og et to æbler på bordet.,1
331,Der er firehundrede og otteoghalvtreds bøger på biblioteket.,0
332,Der var syvogtyve halvfjerds æbler på bordet.,1
333,Der er trehundrede og seksogtredive bøger på biblioteket.,0
334,Der var trehundrede og ti æbler på bordet.,0
335,Drengen har syvoghalvtreds tredive mønter.,1
336,Der er femten nihundrede og atten ringe.,1
337,Der var tolv trehundrede og seksten æbler på bordet.,1
338,Der var ni ethundrede og femten æbler på bordet.,1
339,Han kunne spise sekshundrede og seks appelsiner.,0
340,Legolas kastede tohundrede og halvfems dværge.,0
341,De tager tohundrede og seksogtyve hobbyer til Isengard.,0
342,Han kunne spise toogtyve nioghalvfems appelsiner.,1
343,De tager to syvhundrede og tredive hobbyer til Isengard.,1
344,De tager ottehundrede og halvtreds hobbyer til Isengard.,0
345,Drengen har sekshundrede og otteogfirs mønter.,0
346,Legolas kastede tohundrede og toogfyrre dværge.,0
347,Der var tolv femhundrede og otte æbler på bordet.,1
348,Det koster ethundrede og femten dollars.,0
349,Værelset var fyldt med fire nihundrede kartofler.,1
350,Der var tohundrede og et tohundrede æbler på bordet.,1
351,Drengen har trehundrede og syv fyrre mønter.,1
352,Der er fire otteogtredive ringe.,1
353,Det koster tyve dollars.,0
354,Der var ethundrede og niogtredive katte i huset.,0
355,Der var sekshundrede og fireogfyrre æbler på bordet.,0
356,Smeagol gør femhundrede og syv fyrre fluer ondt.,1
357,Der er firehundrede og fire ringe.,0
358,Han kunne spise syvhundrede og femogfirs appelsiner.,0
359,Drengen har firs firs mønter.,1
360,De tager otteogtredive firs hobbyer til Isengard.,1
361,Han kunne spise syvhundrede og femogtredive appelsiner.,0
362,Det koster halvfems dollars.,0
363,Der var tohundrede og seksogtyve katte i huset.,0
364,Værelset var fyldt med fyrre firs kartofler.,1
365,Værelset var fyldt med ottehundrede og fem fire kartofler.,1
366,Smeagol gør ottehundrede og syvoghalvfems fluer ondt.,0
367,Der var sekshundrede og seksoghalvfjerds katte i huset.,0
368,Han kunne spise sekshundrede og tretten otte appelsiner.,1
369,Der er tohundrede og tre seks bøger på biblioteket.,1
370,Værelset var fyldt med tohundrede og firs kartofler.,0
371,Det koster nioghalvfjerds ti dollars.,1
372,Der var trehundrede og atten katte i huset.,0
373,Han kunne spise ethundrede og treogtreds appelsiner.,0
374,Han kunne spise femhundrede og toogtredive appelsiner.,0
375,Der var femhundrede og niogtyve ti katte i huset.,1
376,Der var syvogtredive fireogtredive æbler på bordet.,1
377,Der var ethundrede og ti katte i huset.,0
378,Der er fire nihundrede og toogfirs ringe.,1
379,Smeagol gør tohundrede og treds firs fluer ondt.,1
380,Det koster tooghalvfems ni dollars.,1
381,Værelset var fyldt med femhundrede og syvogtyve kartofler.,0
382,Legolas kastede niogfirs otteoghalvtreds dværge.,1
383,Der er ethundrede og seksogtreds ringe.,0
384,Der er tohundrede og tyve bøger på biblioteket.,0
385,Der er enogtreds firehundrede og to ringe.,1
386,Det koster sekshundrede og niogfirs dollars.,0
387,Der er to bøger på biblioteket.,0
388,Der var tohundrede og seksten to katte i huset.,1
389,Der er fem femhundrede og atten ringe.,1
390,De tager nihundrede og seksogtredive hobbyer til Isengard.,0
391,Der var sekshundrede og tretten katte i huset.,0
392,Det koster femten seksogtredive dollars.,1
393,De tager femogfirs fjorten hobbyer til Isengard.,1
394,Drengen har syvhundrede og otteogtreds mønter.,0
395,Der er nihundrede tretten bøger på biblioteket.,1
396,Der er nihundrede og fjorten ringe.,0
397,Det koster tohundrede og tyve dollars.,0
398,Der var femhundrede og fireoghalvtreds æbler på bordet.,0
399,Værelset var fyldt med ni ethundrede og to kartofler.,1
400,Der var ethundrede og tyve æbler på bordet.,0
401,Værelset var fyldt med syvhundrede kartofler.,0
402,Der var tohundrede og treogtyve æbler på bordet.,0
403,Der er ottehundrede og seksten bøger på biblioteket.,0
404,Drengen har syvhundrede og seksoghalvfems mønter.,0
405,Drengen har firehundrede og tre fem mønter.,1
406,Der var nihundrede og femogfyrre katte i huset.,0
407,Han kunne spise seksogfyrre tooghalvtreds appelsiner.,1
408,Der er enoghalvfems syv bøger på biblioteket.,1
409,Legolas kastede firs enogtyve dværge.,1
410,Der er firehundrede og syv femten ringe.,1
411,Smeagol gør femhundrede og tretten seks fluer ondt.,1
412,Smeagol gør sekshundrede og tooghalvfems fluer ondt.,0
413,Det koster otteogtreds dollars.,0
414,De tager ethundrede og fireogfyrre hobbyer til Isengard.,0
415,Der var ethundrede og otteogtyve katte i huset.,0
416,Han kunne spise syvhundrede og enogtyve appelsiner.,0
417,De tager trehundrede og tredive hobbyer til Isengard.,0
418,De tager trehundrede og niogfirs hobbyer til Isengard.,0
419,Han kunne spise niogtreds to appelsiner.,1
420,Værelset var fyldt med enogtreds tohundrede og tre kartofler.,1
421,De tager nihundrede syvogfyrre hobbyer til Isengard.,1
422,Han kunne spise enogfirs fireogfirs appelsiner.,1
423,Der var sekshundrede og otteogtreds katte i huset.,0
424,Der var ottehundrede og fireoghalvfjerds katte i huset.,0
425,Der var firehundrede og tooghalvtreds æbler på bordet.,0
426,Det koster nihundrede og fem dollars.,0
427,De tager seksten ethundrede og tre hobbyer til Isengard.,1
428,Der er sekshundrede og fyrre bøger på biblioteket.,0
429,Der var tooghalvfems femoghalvfems æbler på bordet.,1
430,Det koster syvhundrede og fem femogtyve dollars.,1
431,Værelset var fyldt med tohundrede og enoghalvfjerds kartofler.,0
432,Der var nihundrede og femogtredive katte i huset.,0
433,Værelset var fyldt med firehundrede og treogtreds kartofler.,0
434,Drengen har tohundrede mønter.,0
435,Der var femhundrede og otteoghalvtreds katte i huset.,0
436,Værelset var fyldt med ottehundrede og enogtreds kartofler.,0
437,Drengen har halvtreds fireogtreds mønter.,1
438,Værelset var fyldt med sekshundrede og ni tyve kartofler.,1
439,Legolas kastede ethundrede seksogtyve dværge.,1
440,De tager trehundrede og otteogtreds hobbyer til Isengard.,0
441,De tager seksogtreds toogtredive hobbyer til Isengard.,1
442,Der var sekshundrede og seksoghalvfjerds katte i huset.,0
443,Der var ethundrede og tolv katte i huset.,0
444,Legolas kastede treogtyve nihundrede og tolv dværge.,1
445,Det koster trehundrede og tre niogfyrre dollars.,1
446,Smeagol gør femhundrede og tyve atten fluer ondt.,1
447,Der er firs nihundrede og toogtreds bøger på biblioteket.,1
448,Der er otteoghalvtreds bøger på biblioteket.,0
449,Der er nitten trehundrede og ti ringe.,1
450,Der var ethundrede og fireoghalvtreds katte i huset.,0
451,Legolas kastede halvfems dværge.,0
452,Smeagol gør treoghalvtreds fluer ondt.,0
453,Der er trehundrede og seksogtyve ringe.,0
454,Smeagol gør syvhundrede og tretten treds fluer ondt.,1
455,Han kunne spise syvogfyrre nihundrede og ni appelsiner.,1
456,Smeagol gør syvhundrede og treoghalvfjerds fluer ondt.,0
457,Der er nitten ringe.,0
458,Der var tretten æbler på bordet.,0
459,Legolas kastede femogfirs halvfjerds dværge.,1
460,Der var nihundrede og halvfems katte i huset.,0
461,Drengen har tre toogfirs mønter.,1
462,De tager nihundrede og femogtyve ti hobbyer til Isengard.,1
463,Der er sytten femogfirs bøger på biblioteket.,1
464,Legolas kastede nihundrede og firs et dværge.,1
465,Legolas kastede tohundrede og otteogfyrre dværge.,0
466,Han kunne spise syvogtreds trehundrede appelsiner.,1
467,Legolas kastede syvhundrede og toogtyve dværge.,0
468,Værelset var fyldt med trehundrede fireogtredive kartofler.,1
469,Der var firehundrede og niogtyve æbler på bordet.,0
470,Det koster otteogtreds ottehundrede dollars.,1
471,Det koster femhundrede og niogtredive dollars.,0
472,Smeagol gør femhundrede og firs ettusind fluer ondt.,1
473,Han kunne spise nihundrede og et femogtreds appelsiner.,1
474,Der er ethundrede og enogtreds bøger på biblioteket.,0
475,Der var syvhundrede og firs atten katte i huset.,1
476,Der er nihundrede og femogtreds tre ringe.,1
477,Det koster trehundrede og femogtyve dollars.,0
478,De tager trehundrede og nioghalvfjerds hobbyer til Isengard.,0
479,Legolas kastede ethundrede og seksogfirs to dværge.,1
480,Der var ottehundrede og toogtredive æbler på bordet.,0
481,Værelset var fyldt med ethundrede og elleve kartofler.,0
482,Han kunne spise treoghalvfems femogtredive appelsiner.,1
483,Han kunne spise trehundrede og syvogfyrre appelsiner.,0
484,Han kunne spise fem trehundrede og femten appelsiner.,1
485,Der var firehundrede og syvoghalvtreds katte i huset.,0
486,Legolas kastede firs dværge.,0
487,Han kunne spise firehundrede og niogtreds ti appelsiner.,1
488,Smeagol gør nihundrede og syv fluer ondt.,0
489,Der var fireogtreds femogfirs æbler på bordet.,1
490,Det koster seksogtyve dollars.,0
491,De tager ti trehundrede og syvogfirs hobbyer til Isengard.,1
492,Værelset var fyldt med nihundrede og fireoghalvfjerds kartofler.,0
493,Der er femoghalvfems enogtredive ringe.,1
494,Der var seksogtreds katte i huset.,0
495,Der var firehundrede og tyve katte i huset.,0
496,Legolas kastede ethundrede og seks dværge.,0
497,De tager ti firehundrede og niogtreds hobbyer til Isengard.,1
498,De tager tohundrede femoghalvfjerds hobbyer til Isengard.,1
499,Der var syvoghalvtreds niogfyrre æbler på bordet.,1
500,Det koster femhundrede og halvfjerds et dollars.,1
501,De tager ethundrede og to otteogtyve hobbyer til Isengard.,1
502,Der er otte tohundrede og syvogfirs bøger på biblioteket.,1
503,Der var firehundrede og toogtyve æbler på bordet.,0
504,Der er ethundrede og ti enogtyve bøger på biblioteket.,1
505,Værelset var fyldt med nihundrede og atten halvfems kartofler.,1
506,Legolas kastede sekshundrede dværge.,0
