,sents,labels
250,There are eighty two hundred and five rings,1
251,There were sixty one twenty two cats in the house,1
252,The room was filled with fifty three twenty five potatoes,1
253,There are seven hundred and seventy six rings,0
254,There are nine hundred and eighty eight books in the library,0
255,The boy has nine hundred and fifteen six coins,1
256,There are nine six hundred and three books in the library,1
257,There were six hundred and eighty seven apples on the table,0
258,The waiter serves thirty two hundred and sixty plates of food,1
259,There are two hundred and thirty one rings,0
260,The child threw twenty seven sixteen balls,1
261,The room was filled with twenty three sixteen potatoes,1
262,The boy has nineteen six hundred coins,1
263,The child threw sixty seven hundred and twelve balls,1
264,It costs nine hundred and fifty five dollars,0
265,There are two hundred and two eight rings,1
266,The room was filled with six hundred and eighty four potatoes,0
267,There were sixty one one hundred and six cats in the house,1
268,He could eat fifty one six hundred and four oranges,1
269,There are forty nine eighty seven books in the library,1
270,The child threw forty two forty one balls,1
271,There are sixty two four hundred rings,1
272,The boy has forty two six hundred and six coins,1
273,It costs six hundred and seventy nine dollars,0
274,There were twenty thirty one apples on the table,1
275,The child threw eighty four twenty balls,1
276,They take two hundred and eight letters to the post office,0
277,The room was filled with one hundred and eight forty potatoes,1
278,He could eat forty one one hundred and four oranges,1
279,There are four hundred and ninety two books in the library,0
280,The waiter serves twenty two ninety three plates of food,1
281,It costs fifty eight dollars,0
282,There were ten eight hundred and one cats in the house,1
283,The room was filled with seven six hundred and thirteen potatoes,1
284,There were six hundred and ninety two apples on the table,0
285,It costs eleven one hundred and twenty dollars,1
286,The waiter serves seventy forty one plates of food,1
287,The boy has eighty sixty eight coins,1
288,He could eat ninety six eighteen oranges,1
289,The boy has thirty one seventy three coins,1
290,He could eat eight hundred and thirty nine oranges,0
291,There are one hundred and seventy eight books in the library,0
292,It costs seven hundred and fifty nine dollars,0
293,It costs eight hundred and fifty two dollars,0
294,The boy has eight hundred and seventy nine coins,0
295,They take three hundred and eighty nine letters to the post office,0
296,There were eighty five apples on the table,0
297,The boy has six hundred and seventy two coins,0
298,The room was filled with eighty five one thousand potatoes,1
299,It costs forty one hundred and one dollars,1
300,He could eat six hundred and five eleven oranges,1
301,It costs two hundred and twenty three dollars,0
302,There are three hundred and ninety six rings,1
303,The room was filled with two hundred and seven potatoes,0
304,There are six hundred and twenty ninety books in the library,1
305,There were three hundred fifty eight apples on the table,1
306,He could eat twenty eight two hundred oranges,1
307,There are seven hundred and six sixteen books in the library,1
308,They take twenty two thirty letters to the post office,1
309,The child threw three hundred and forty nine balls,0
310,There were eight hundred and eighty one cats in the house,0
311,It costs one hundred and thirty four dollars,0
312,They take sixty one eighty two letters to the post office,1
313,There are two hundred and nineteen forty rings,1
314,The child threw nine three hundred and twenty balls,1
315,There were six hundred and five eighty apples on the table,1
316,There are three hundred and forty three rings,0
317,The room was filled with six hundred and sixty potatoes,0
318,He could eat ten four hundred and fourteen oranges,1
319,It costs eight hundred and ninety dollars,0
320,It costs five hundred and fifty nine dollars,0
321,It costs five hundred and ten forty dollars,1
322,There were eight hundred and ninety eight cats in the house,0
323,The child threw six hundred and eighteen seven balls,1
324,The boy has forty seven coins,0
325,It costs three hundred and forty three dollars,0
326,There were sixty nine eighty two cats in the house,1
327,There were ten nine hundred and thirteen apples on the table,1
328,It costs eight hundred and twenty seven dollars,0
329,It costs two hundred and ninety seven dollars,0
330,The child threw one hundred and sixty four balls,0
331,The boy has nine hundred and sixty coins,0
332,There are one hundred and twenty one rings,0
333,There are six hundred and ten nine books in the library,1
334,The room was filled with one hundred and two eighty one potatoes,1
335,There were one hundred nine hundred apples on the table,1
336,There were sixty twenty two cats in the house,1
337,It costs nine hundred and fifty one dollars,0
338,The boy has two hundred and sixty three coins,0
339,The boy has two hundred and four forty two coins,1
340,The child threw ninety five twenty seven balls,1
341,The boy has six hundred and seventy four coins,0
342,There are seven hundred and ninety five rings,0
343,The room was filled with thirty twenty five potatoes,1
344,The room was filled with eight hundred and six potatoes,0
345,They take fifty five sixty six letters to the post office,1
346,They take three hundred fifty six letters to the post office,1
347,The room was filled with seven ninety nine potatoes,1
348,There were eight hundred apples on the table,0
349,He could eat ninety nine ninety seven oranges,1
350,He could eat nine hundred and thirty two oranges,0
351,The child threw three hundred and fifty six balls,0
352,He could eat seven hundred and eighty three oranges,0
353,He could eat nine hundred and sixteen fifty oranges,1
354,He could eat five hundred and thirty six oranges,0
355,The child threw one hundred and thirty nine balls,0
356,There were fifty four fifty eight cats in the house,1
357,The room was filled with sixty two potatoes,0
358,The child threw fifteen thirty eight balls,1
359,There are forty two one hundred and five rings,1
360,The room was filled with sixty two potatoes,0
361,The boy has two hundred and seventy two coins,0
362,The room was filled with one hundred and sixty three potatoes,0
363,There are ten one hundred and eleven rings,1
364,There were twenty three cats in the house,0
365,There were seven hundred and fifty three apples on the table,0
366,There are four sixteen rings,1
367,They take sixty nine two letters to the post office,1
368,There were four cats in the house,0
369,The waiter serves seven ninety two plates of food,1
370,There were seven hundred and five six cats in the house,1
371,The waiter serves seven hundred and eight plates of food,0
372,The room was filled with eight hundred and fifty four potatoes,0
373,There are five hundred and thirty two rings,0
374,There are forty five nine books in the library,1
375,There were forty two nine hundred and two cats in the house,1
376,The child threw eight five hundred and ninety balls,1
377,The waiter serves four hundred and fifty three plates of food,0
378,There were forty thirty three apples on the table,1
379,The boy has eighty six hundred and four coins,1
380,They take six hundred and sixty six letters to the post office,0
381,There were four hundred and fifty two six apples on the table,1
382,There were twelve six hundred and eleven cats in the house,1
383,The boy has forty nine forty one coins,1
384,There are thirty one ninety rings,1
385,The child threw ten five hundred and six balls,1
386,There were four hundred and sixty nine cats in the house,0
387,They take six hundred and eighty six letters to the post office,0
388,There are six hundred and twelve rings,0
389,There are four hundred and nine fifty rings,1
390,It costs eighty one dollars,0
391,The boy has fifty one three coins,1
392,It costs five hundred and thirty dollars,0
393,The boy has six hundred and two twenty coins,1
394,There are seventeen sixty seven books in the library,1
395,It costs ninety one eighty two dollars,1
396,The child threw forty five eighty four balls,1
397,The waiter serves ten thirty four plates of food,1
398,He could eat sixty two six hundred and four oranges,1
399,There were forty six nineteen apples on the table,1
400,They take ninety six one letters to the post office,1
401,They take three hundred and thirty seven letters to the post office,0
402,The boy has five hundred and fifty two coins,0
403,It costs thirty four sixty three dollars,1
404,There were ten four hundred and eighty apples on the table,1
405,The boy has five hundred and seventy nine coins,0
406,There are one hundred and nineteen one books in the library,1
407,They take two hundred and two ninety six letters to the post office,1
408,There are one hundred and fifty four books in the library,0
409,There were six one hundred and forty six apples on the table,1
410,There are nine hundred and nine nineteen rings,1
411,There are two hundred and twenty five books in the library,0
412,The waiter serves eight hundred and ninety eight plates of food,0
413,The waiter serves four hundred and fifteen plates of food,0
414,He could eat forty eight hundred and three oranges,1
415,The room was filled with eight hundred and fifteen ten potatoes,1
416,The boy has nine hundred and six seventy coins,1
417,The boy has seven hundred and eight three coins,1
418,It costs two hundred and forty four dollars,0
419,There were seven hundred and fifty seven apples on the table,0
420,There were two hundred and eighty sixty apples on the table,1
421,It costs eight hundred and thirteen dollars,0
422,There are nine hundred and twenty nine rings,0
423,He could eat nine hundred and eighty five oranges,0
424,There were three hundred and seventy four cats in the house,0
425,He could eat ninety four forty six oranges,1
426,The boy has twenty nine coins,0
427,The waiter serves five hundred plates of food,0
428,There are seventy one six hundred rings,1
429,It costs thirty six ninety two dollars,1
430,There were ten five hundred and fourteen apples on the table,1
431,He could eat twenty two one hundred and one oranges,1
432,The child threw five hundred and sixty seven balls,0
433,The boy has four hundred and forty coins,0
434,There were two hundred and twenty nine apples on the table,0
435,There were nine hundred and twenty eight cats in the house,0
436,The child threw eight hundred thirty five balls,1
437,They take two hundred and ninety eight letters to the post office,0
438,There are eighty four fifty seven rings,1
439,There are five hundred and three rings,0
440,There are five hundred and forty one books in the library,0
441,The boy has forty eight eleven coins,1
442,There were sixteen cats in the house,0
443,The room was filled with six hundred and sixty three potatoes,0
444,The waiter serves eight eight hundred and five plates of food,1
445,It costs five hundred and thirty four dollars,0
446,There were seven hundred and fifty nine cats in the house,0
447,They take four hundred and ninety four letters to the post office,0
448,It costs one hundred and forty five dollars,0
449,He could eat five hundred and eighty six oranges,0
450,The room was filled with nine hundred and sixty eight potatoes,0
451,There are four hundred and fifty seven books in the library,0
452,There are eight hundred and ninety five rings,0
453,There are sixty one eleven rings,1
454,There were one hundred and eighty one apples on the table,0
455,The child threw thirty seven sixty four balls,1
456,There were one hundred and sixteen four apples on the table,1
457,The waiter serves sixty four forty one plates of food,1
458,The child threw fifteen balls,0
459,There are seventy five two books in the library,1
460,They take one hundred sixty three letters to the post office,1
461,The waiter serves ninety five plates of food,1
462,The waiter serves twenty nine thirty four plates of food,1
463,The child threw six hundred and eighty one balls,0
464,It costs fifteen dollars,0
465,The child threw nine hundred and two sixteen balls,1
466,There were ninety seventy one cats in the house,1
467,The boy has seventy one ninety nine coins,1
468,It costs nine hundred and twenty two dollars,0
469,There were forty two one cats in the house,1
470,They take six hundred and three six letters to the post office,1
471,They take two hundred and eighty eight letters to the post office,0
472,The room was filled with fifteen four hundred and fifty potatoes,1
473,There were four hundred and fifty six apples on the table,0
474,He could eat eight hundred and ninety six oranges,0
475,The child threw four hundred and sixty two balls,0
476,There were thirty one one hundred and two cats in the house,1
477,He could eat fifty one sixteen oranges,1
478,The boy has five hundred and twenty ninety coins,1
479,He could eat eight hundred and eighty six oranges,0
480,It costs thirty four sixty three dollars,1
481,The boy has seven three hundred and five coins,1
482,The waiter serves six hundred and forty one four plates of food,1
483,It costs seventy five forty dollars,1
484,There were four hundred and sixty three cats in the house,0
485,The room was filled with one hundred and two seven potatoes,1
486,He could eat seven hundred and five oranges,0
487,The room was filled with eight hundred and ninety two potatoes,0
488,He could eat three hundred and ninety nine oranges,0
489,There are one hundred and forty one rings,0
490,The boy has four hundred and sixty seventy coins,1
491,It costs ninety one twenty three dollars,1
492,There were five hundred and forty eighty cats in the house,1
493,There were thirty one fifty two apples on the table,1
494,There were two hundred and sixty nine apples on the table,0
495,They take eighty three letters to the post office,0
496,It costs four hundred and forty four dollars,0
497,The waiter serves four hundred and thirty three plates of food,0
498,There were six seventy five apples on the table,1
499,The child threw eleven eight hundred and eight balls,1
500,He could eat five hundred and forty nine oranges,0
501,They take seven hundred and two letters to the post office,0
502,There are three hundred and forty five rings,0
503,The child threw nine hundred and ninety seven balls,0
504,There were ten forty one cats in the house,1
505,The waiter serves ninety five plates of food,0
506,There are forty six books in the library,0
507,It costs forty seven dollars,0
508,There were eighteen five apples on the table,1
509,It costs nine hundred and seventy seven dollars,0
510,They take three hundred and thirty four letters to the post office,0
511,He could eat one hundred and forty ninety oranges,1
512,There are four hundred and eleven rings,0
513,The child threw eight hundred and twenty two balls,0
514,He could eat six hundred and thirty nine oranges,0
515,He could eat ninety two eighty five oranges,1
516,The child threw nine four hundred and thirteen balls,1
517,There were seventy seven thirty nine apples on the table,1
518,The room was filled with six hundred and sixty four potatoes,0
519,The boy has eighty three fifty five coins,1
520,It costs nine five hundred and eighteen dollars,1
521,He could eat six hundred and fifty eight oranges,0
522,There are nine hundred and seventy ten rings,1
523,There were five hundred and thirty two cats in the house,0
524,There are two hundred and sixty six books in the library,0
525,They take fifty five hundred letters to the post office,1
526,He could eat eighty seven sixty two oranges,1
527,The child threw six hundred and two balls,0
528,There are eighty five seventy rings,1
529,They take sixty five letters to the post office,0
530,There are six hundred and three thirteen books in the library,1
531,The room was filled with nine hundred and forty three potatoes,0
532,He could eat five hundred and fifty five oranges,0
533,The boy has fifty eight sixty nine coins,1
534,There are nine hundred and ninety six books in the library,0
535,The waiter serves six hundred and seventy three plates of food,0
536,It costs five hundred and thirty fifty dollars,1
537,The waiter serves twenty one hundred and seven plates of food,1
538,The waiter serves five hundred and fifty seven plates of food,1
539,The waiter serves six hundred and sixty eight plates of food,0
540,They take five hundred and fifty five letters to the post office,0
541,There are five hundred and sixty eight rings,0
542,There were one hundred and four twenty apples on the table,1
543,He could eat seventy nine two hundred oranges,1
544,It costs four hundred and twenty twenty dollars,1
545,There were four hundred and ninety eight cats in the house,0
546,The waiter serves twelve three hundred and forty plates of food,1
547,The waiter serves seven hundred and thirty seven plates of food,0
548,The waiter serves one hundred and fifty four plates of food,0
549,There are four hundred and sixty four books in the library,0
550,There were seven hundred and eighty six cats in the house,0
551,They take eight hundred and sixty nine letters to the post office,0
552,There were eight hundred and forty six apples on the table,0
553,The child threw one hundred and forty one balls,0
554,There are fifteen three hundred and six books in the library,1
555,The waiter serves three sixteen plates of food,1
556,They take two hundred and fifty three letters to the post office,0
557,There are nine hundred and ninety books in the library,0
558,The child threw six hundred and ninety five balls,0
559,They take three hundred and three two letters to the post office,1
560,They take fifty seven forty five letters to the post office,1
561,They take ninety three eight hundred letters to the post office,1
562,He could eat one hundred and twelve oranges,0
563,There were one hundred and fifty six nine cats in the house,1
564,The waiter serves four hundred and forty seven plates of food,0
565,It costs four hundred and thirty nine dollars,0
566,The child threw four seven balls,1
567,The room was filled with one hundred and thirteen potatoes,0
568,He could eat seventy nine five oranges,1
569,They take five hundred and eighty eight letters to the post office,0
570,It costs three hundred and sixty five dollars,0
571,There were three hundred and ninety three cats in the house,0
572,There were eight hundred and thirty cats in the house,0
573,The room was filled with two hundred and twenty six potatoes,0
574,The boy has four hundred and sixty two coins,0
575,There were eleven one hundred and eleven apples on the table,1
576,There were nine hundred and twenty apples on the table,0
577,The room was filled with nine hundred and eighty nine potatoes,0
578,The room was filled with nine hundred and ninety twenty potatoes,1
579,The waiter serves forty one ninety seven plates of food,1
580,The room was filled with thirty two hundred and two potatoes,1
581,There are six hundred and thirty one rings,0
582,He could eat one hundred and twenty six oranges,0
583,The child threw eighty seven hundred and sixty balls,1
584,The room was filled with five hundred and thirty five potatoes,0
585,There were six hundred and ninety one apples on the table,0
586,He could eat five hundred and ninety oranges,0
587,There were six hundred and four ninety cats in the house,1
588,The boy has six hundred and nine thirteen coins,1
589,There are ninety five eighty two books in the library,1
590,There were twenty eight fifty nine apples on the table,1
591,He could eat eight hundred and sixteen oranges,0
592,The boy has seven hundred and forty five coins,0
593,It costs two hundred and nineteen four dollars,1
594,The boy has five hundred and four seventy coins,1
595,There were six hundred and four three cats in the house,1
596,He could eat five hundred and five oranges,0
597,There were nine hundred and ten cats in the house,0
598,The boy has seven hundred and seventy coins,0
599,The child threw two hundred and twenty balls,0
600,There were thirty four seventy three cats in the house,1
601,They take fourteen two hundred and six letters to the post office,1
602,The waiter serves three hundred and ninety five plates of food,0
603,They take sixty four fifty nine letters to the post office,1
604,It costs four hundred and twenty two dollars,0
605,He could eat three oranges,0
606,There were two hundred and eight sixteen apples on the table,1
607,There are six hundred and forty nine rings,0
608,The boy has two hundred and sixty one coins,0
609,There are six hundred and eleven books in the library,0
610,The waiter serves four hundred and ninety six plates of food,0
611,The waiter serves eight hundred and ninety nine plates of food,0
612,The child threw three hundred balls,0
613,There were four hundred and thirty one cats in the house,0
614,There are six hundred and thirty nine rings,0
615,There are six hundred and ninety four rings,0
616,They take one hundred and twenty eight letters to the post office,0
617,The boy has three hundred fifty three coins,1
618,The waiter serves six hundred and seventy three plates of food,0
619,The room was filled with two hundred and eighty eight potatoes,0
620,The child threw five hundred and sixty five balls,0
621,The child threw fifty eight hundred and nine balls,1
622,The child threw seventeen fifty four balls,1
623,He could eat five hundred and sixty two oranges,0
624,The waiter serves three hundred and twenty nine plates of food,0
625,There are two hundred and two thirty six books in the library,1
626,The child threw two hundred and six balls,0
627,The room was filled with three seventy four potatoes,1
628,It costs two three hundred and seven dollars,1
629,The waiter serves seventy five eleven plates of food,1
630,He could eat nine hundred and nineteen oranges,0
631,The child threw twenty nine thirty balls,1
632,There were thirty six forty eight cats in the house,1
633,There were two hundred and six fifty four apples on the table,1
634,He could eat four hundred and forty six oranges,0
635,He could eat seventy three oranges,0
636,He could eat three hundred and six four oranges,1
637,They take two hundred and seventy letters to the post office,0
638,There are one hundred and thirteen books in the library,0
639,There are four hundred and five rings,0
640,There are three hundred and six books in the library,0
641,They take nine hundred and thirty five letters to the post office,0
642,There were three hundred and eighty two apples on the table,0
643,There were seven hundred cats in the house,0
644,They take nine hundred and forty letters to the post office,0
645,There are six hundred and two thirteen books in the library,1
646,It costs five hundred and forty three dollars,0
647,They take eight hundred and fifty two letters to the post office,0
648,There are three hundred and fifty six books in the library,0
649,They take two hundred and eighty four letters to the post office,0
650,They take fifty one sixty three letters to the post office,1
651,The boy has sixty four forty four coins,1
652,The waiter serves thirty one ten plates of food,1
653,They take five hundred and sixty one letters to the post office,0
654,They take eight hundred and sixty six letters to the post office,0
655,The waiter serves six hundred and thirty one plates of food,0
656,The waiter serves seven hundred and six two plates of food,1
657,There were nine hundred and forty cats in the house,0
658,There were one hundred and seven cats in the house,0
659,He could eat eighty five hundred and sixty oranges,1
660,He could eat sixty four seventy eight oranges,1
661,The room was filled with nine hundred and one potatoes,0
662,There are seven hundred and twenty nine rings,0
663,There were four hundred and fifty five apples on the table,0
664,The waiter serves four sixty seven plates of food,1
665,There were nine hundred and forty four apples on the table,0
666,It costs nine hundred and seven dollars,0
667,The waiter serves five hundred and four twelve plates of food,1
668,They take eight hundred and seventy three letters to the post office,0
669,The boy has three hundred and ninety six coins,0
670,The child threw two hundred and one forty two balls,1
671,There are forty two six hundred and five books in the library,1
672,The room was filled with ninety three potatoes,0
673,The waiter serves ninety ninety plates of food,1
674,It costs three hundred and sixty five dollars,0
675,There are five hundred and eighty five books in the library,0
676,They take fifty six fifty six letters to the post office,1
677,The waiter serves thirty nine one plates of food,1
